Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator,Primary_size_verification,Exposure_medium,Zeta_potential_water_mV,Hydrodynamic_size_culture_nm,SiO$_{2}$NP_synthesis,Positive_control_inducer,Hydrodynamic_size_serum_nm,PDI_water,Interference_testing,Viability_mechanism,Cell_disease,SiO$_{2}$NP_source,Positive_control,Cell_culture,Zeta_potential_PBS/HBSS_mV,Surface_charge_culture,Zeta_potential_serum_mV,Zeta_potential_culture_mV,Cell_age,PDI_culture,Surface_charge_water,SiO$_{2}$NP_label,SiO$_{2}$NP_shape
36,Cytotoxic,97.12657554,serum_free,endothelial,umbilical_cord,304,HUVEC,48,unmodified,not_determined,human,MTT,8.971291866,tetrazolium ,not_verified,ECGM,not_determined,not_determined,low_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,in_house,not_included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.000708023,serum_free,endothelial,umbilical_cord,16,HUVEC,24,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.010620343,serum_free,endothelial,umbilical_cord,16,HUVEC,24,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.021240686,serum_free,endothelial,umbilical_cord,16,HUVEC,24,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.000472015,serum_free,endothelial,umbilical_cord,16,HUVEC,48,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.007080229,serum_free,endothelial,umbilical_cord,16,HUVEC,48,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.014160457,serum_free,endothelial,umbilical_cord,16,HUVEC,48,unmodified,not_determined,human,LDH,170.4545455,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.011913487,serum_free,endothelial,umbilical_cord,41,HUVEC,24,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.178702307,serum_free,endothelial,umbilical_cord,41,HUVEC,24,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.357404614,serum_free,endothelial,umbilical_cord,41,HUVEC,24,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.007942325,serum_free,endothelial,umbilical_cord,41,HUVEC,48,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.119134871,serum_free,endothelial,umbilical_cord,41,HUVEC,48,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.238269743,serum_free,endothelial,umbilical_cord,41,HUVEC,48,unmodified,not_determined,human,LDH,66.51884701,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,0.088502857,serum_free,endothelial,umbilical_cord,80,HUVEC,24,unmodified,not_determined,human,LDH,34.09090909,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
36,Non_cytotoxic,1.327542857,serum_free,endothelial,umbilical_cord,80,HUVEC,24,unmodified,not_determined,human,LDH,34.09090909,LDH,not_verified,ECGM,not_determined,not_determined,low_temperature,lysis_solution,not_determined,not_determined,not_performed,Structural_cell_damage,non_carcinoma,in_house,included,primary,not_determined,not_determined,not_determined,not_determined,embryonic,not_determined,negative,none,sphere
