Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator,Primary_size_verification,Exposure_medium,Zeta_potential_water_mV,Hydrodynamic_size_culture_nm,SiO$_{2}$NP_synthesis,Positive_control_inducer,Hydrodynamic_size_serum_nm,PDI_water,Interference_testing,Viability_mechanism,Cell_disease,SiO$_{2}$NP_source,Positive_control,Cell_culture,Zeta_potential_PBS/HBSS_mV,Surface_charge_culture,Zeta_potential_serum_mV,Zeta_potential_culture_mV,Cell_age,PDI_culture,Surface_charge_water,SiO$_{2}$NP_label,SiO$_{2}$NP_shape
95,Cytotoxic,60,serum_free,epithelial,brain,13,SK-N-SH,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,2.5,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,5,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,10,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,20,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,40,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,60,serum_free,epithelial,brain,13,SK-N-SH,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,2.5,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,5,serum_free,neuronal,brain,13,Neuro-2a,12,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,10,serum_free,neuronal,brain,13,Neuro-2a,12,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,20,serum_free,neuronal,brain,13,Neuro-2a,12,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,40,serum_free,neuronal,brain,13,Neuro-2a,12,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,60,serum_free,neuronal,brain,13,Neuro-2a,12,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,2.5,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,5,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,10,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,20,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,40,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,60,serum_free,neuronal,brain,13,Neuro-2a,24,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,2.5,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Non_cytotoxic,5,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,10,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,20,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,40,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
95,Cytotoxic,60,serum_free,neuronal,brain,13,Neuro-2a,48,unmodified,not_determined,human,CCK-8/WST-8,209.7902098,tetrazolium ,verified_elsewhere,DMEM,negative_11-20,not_determined,not_available,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,200,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,400,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,600,10%_FBS,epithelial,gastric,7,GES-1,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,200,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,400,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,600,10%_FBS,epithelial,gastric,7,GES-1,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,200,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,400,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,600,10%_FBS,epithelial,gastric,7,GES-1,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,200,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,400,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,600,10%_FBS,epithelial,colon,7,Caco_2,24,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,200,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,400,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,600,10%_FBS,epithelial,colon,7,Caco_2,48,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,10,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,25,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,50,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,100,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,200,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,400,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,600,10%_FBS,epithelial,colon,7,Caco_2,72,unmodified,301-400,human,CCK-8/WST-8,357.36,tetrazolium ,verified,DMEM_high_glucose,negative_11-20,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,200,10%_FBS,epithelial,gastric,12,GES-1,24,unmodified,401-500,human,CCK-8/WST-8,201.33,tetrazolium ,verified,DMEM,negative_21-30,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Non_cytotoxic,200,10%_FBS,epithelial,gastric,12,GES-1,48,unmodified,401-500,human,CCK-8/WST-8,201.33,tetrazolium ,verified,DMEM,negative_21-30,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
96,Cytotoxic,200,10%_FBS,epithelial,gastric,12,GES-1,72,unmodified,401-500,human,CCK-8/WST-8,201.33,tetrazolium ,verified,DMEM,negative_21-30,401-500,high_temperature,not_available,not_determined,not_determined,not_performed,Cellular_metabolism,non_carcinoma,commercial,not_included,cell_line,not_determined,not_determined,not_determined,not_determined,non_embryonic,not_determined,negative,none,sphere
